Search results from the CABI Invasive Species Compendium Advanced Datasheet Search 8/8/2021.
Search summary - (distribution:"6252001" OR distribution:"4482348") AND (type:"Full") AND (group:"Plants") AND (riskLikelihoods:"riskDifficultToIdentifyOrDetectAsACommodityContaminant" OR riskLikelihoods:"riskDifficultToIdentifyOrDetectInTheField")
"Citation:  CABI, 2021. Invasive Species Compendium. Wallingford, UK: CAB International. www.cabi.org/isc."
Search URL: https://www.cabi.org/isc/AdvancedSearch/#(distribution:"@@6252001" OR distribution:"@@4482348") AND (type:"Full") AND (group:"Plants") AND (riskLikelihoods:"riskDifficultToIdentifyOrDetectAsACommodityContaminant" OR riskLikelihoods:"riskDifficultToIdentifyOrDetectInTheField")
For terms and conditions see: https://www.cabi.org/terms-and-conditions/
Preferred scientific name, International common name, ISC content, Plant pest, Taxonomic group, Domain, Kingdon, Phylum, Class, Order, Family, Datasheet URL
Aristida ternipes, spidergrass, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/119794
Aristolochia elegans, elegant Dutchman’s pipe, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Aristolochiales, Aristolochiaceae, https://www.cabi.org/isc/datasheet/120156
Aronia x prunifolia, , Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rosales, Rosaceae, https://www.cabi.org/isc/datasheet/108963
Arrhenatherum elatius, false oat-grass, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/7065
Arthraxon hispidus, small carpetgrass, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/112458
Asclepias curassavica, bloodflower, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Asclepiadaceae, https://www.cabi.org/isc/datasheet/7248
Asparagus asparagoides, bridal creeper, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Liliaceae, https://www.cabi.org/isc/datasheet/8139
Asparagus densiflorus, asparagus fern, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Liliaceae, https://www.cabi.org/isc/datasheet/7410
Asparagus setaceus, asparagus fern, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Liliales, Liliaceae, https://www.cabi.org/isc/datasheet/7409
Atriplex semibaccata, Australian saltbush, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Chenopodiaceae, https://www.cabi.org/isc/datasheet/7903
Axonopus fissifolius, , Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/112632
Azolla filiculoides, water fern, Full, No, Plants, Eukaryota, Plantae, Pteridophyta, Filicopsida, , Azollaceae, https://www.cabi.org/isc/datasheet/8119
Baccharis halimifolia, groundsel-bush, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/8164
Bacopa monnieri, water hyssop, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Scrophulariales, Scrophulariaceae, https://www.cabi.org/isc/datasheet/112638
Barleria lupulina, hophead Philippine violet, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Scrophulariales, Acanthaceae, https://www.cabi.org/isc/datasheet/120108
Bassia hyssopifolia, fivehook bassia, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Chenopodiaceae, https://www.cabi.org/isc/datasheet/92365
Berberis thunbergii, Japanese barberry, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Ranunculales, Berberidaceae, https://www.cabi.org/isc/datasheet/8808
Bidens frondosa, beggarticks, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/108916
Bidens pilosa, blackjack, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/9148
Boerhavia diffusa, red spiderling, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Nyctaginaceae, https://www.cabi.org/isc/datasheet/9460
Bothriochloa bladhii, Caucasian bluestem, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/119799
Bothriochloa ischaemum, yellow bluestem, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/112759
Bothriochloa pertusa, pitted beard grass, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/112761
Brachypodium distachyon, purple false brome, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/112778
Brachypodium sylvaticum, slender false brome, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/9890
Brassica rapa, field mustard, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/121115
Brassica tournefortii, African mustard, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/50069
Bromus hordeaceus, soft brome, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/10026
Bromus japonicus, Japanese brome, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/10028
Bromus secalinus, rye brome, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/10034
Brugmansia suaveolens, white angel's trumpet, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Solanaceae, https://www.cabi.org/isc/datasheet/107903
Buddleja asiatica, dog tail, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Loganiaceae, https://www.cabi.org/isc/datasheet/10317
Buddleja davidii, butterfly bush, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Loganiaceae, https://www.cabi.org/isc/datasheet/10314
Bunias orientalis, Turkish warty-cabbage, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/109130
Calotropis procera, apple of sodom, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Apocynaceae, https://www.cabi.org/isc/datasheet/16848
Campylopus introflexus, , Full, No, Plants, Eukaryota, Plantae, Streptophyta, Bryopsida, Dicranales, Dicranaceae, https://www.cabi.org/isc/datasheet/108875
Capsella bursa-pastoris, shepherd's purse, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/11223
Capsicum annuum, bell pepper, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Solanaceae, https://www.cabi.org/isc/datasheet/15784
Capsicum baccatum, pepper, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Solanaceae, https://www.cabi.org/isc/datasheet/120109
Cardamine flexuosa, wavy bittercress, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/112949
Cardiospermum grandiflorum, balloon vine, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Sapindales, Sapindaceae, https://www.cabi.org/isc/datasheet/112965
Carex kobomugi, Asiatic sand sedge, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Cyperaceae, https://www.cabi.org/isc/datasheet/112985
Casuarina cunninghamiana, Australian beefwood, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Casuarinales, Casuarinaceae, https://www.cabi.org/isc/datasheet/16711
Casuarina equisetifolia, casuarina, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Casuarinales, Casuarinaceae, https://www.cabi.org/isc/datasheet/16718
Casuarina glauca, scaly oak (Australia), Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Casuarinales, Casuarinaceae, https://www.cabi.org/isc/datasheet/16719
Caulerpa taxifolia, killer algae, Full, No, Plants, Eukaryota, Plantae, Chlorophyta, Bryopsidophyceae, Bryopsidales, Caulerpaceae, https://www.cabi.org/isc/datasheet/29292
Centaurea debeauxii, meadow knapweed, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/113056
Centaurea melitensis, Maltese starthistle, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/109133
Centratherum punctatum, lark daisy, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/14608
Cestrum diurnum, day jessamine, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Solanaceae, https://www.cabi.org/isc/datasheet/89953
Chamaedorea elegans, parlour palm, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Arecales, Arecaceae, https://www.cabi.org/isc/datasheet/14347
Cheilocostus speciosus, crepe ginger , Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Zingiberales, Zingiberaceae, https://www.cabi.org/isc/datasheet/110397
Chloris gayana, Rhodes grass, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/13115
Christella dentata, soft fern, Full, No, Plants, Eukaryota, Plantae, Pteridophyta, Filicopsida, , Thelypteridaceae, https://www.cabi.org/isc/datasheet/113279
Chromolaena odorata, Siam weed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/23248
Cissus verticillata, possum grape vine, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rhamnales, Vitaceae, https://www.cabi.org/isc/datasheet/82702108
Clematis vitalba, old man's beard, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Ranunculales, Ranunculaceae, https://www.cabi.org/isc/datasheet/14280
Cleome rutidosperma, fringed spiderflower, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Capparaceae, https://www.cabi.org/isc/datasheet/14044
Cleome viscosa, Asian spiderflower, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Capparaceae, https://www.cabi.org/isc/datasheet/14045
Clidemia hirta, Koster's curse, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Melastomataceae, https://www.cabi.org/isc/datasheet/13934
Codium fragile subsp. tomentosoides, , Full, No, Plants, Eukaryota, Plantae, Chlorophyta, Bryopsidophyceae, Bryopsidales, Codiaceae, https://www.cabi.org/isc/datasheet/107769
Conyza bonariensis, hairy fleabane, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/15250
Conyza canadensis, Canadian fleabane, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/15251
Cornus sericea, redosier dogwood, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Cornales, Cornaceae, https://www.cabi.org/isc/datasheet/16312
Cortaderia jubata, purple pampas grass, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/113484
Cortaderia selloana, pampas grass, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/11872
Crassula helmsii, Australian swamp stonecrop, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rosales, Crassulaceae, https://www.cabi.org/isc/datasheet/16463
Crataegus monogyna, hawthorn, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Rosales, Rosaceae, https://www.cabi.org/isc/datasheet/16496
Crotalaria spectabilis, showy rattlepod, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/16161
Crupina vulgaris, bearded creeper, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/13697
Crypsis schoenoides, swamp pricklegrass, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/113637
Crypsis vaginiflora, African pricklegrass, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/120573
Cryptostegia grandiflora, rubber vine, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Apocynaceae, https://www.cabi.org/isc/datasheet/16378
Cryptostegia madagascariensis, Madagascar rubbervine, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Apocynaceae, https://www.cabi.org/isc/datasheet/113682
Cuphea carthagenensis, Colombian waxweed, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Myrtales, Lythraceae, https://www.cabi.org/isc/datasheet/113690
Cuscuta europaea, European dodder, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Cuscutaceae, https://www.cabi.org/isc/datasheet/17113
Cuscuta japonica, Japanese dodder, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Cuscutaceae, https://www.cabi.org/isc/datasheet/17116
Cyanthillium cinereum, little ironweed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/113702
Cyathea cooperi, australian tree fern, Full, No, Plants, Eukaryota, Plantae, Pteridophyta, Filicopsida, , Cyatheaceae, https://www.cabi.org/isc/datasheet/17261
Cyclosorus parasiticus, parasitic maiden fern, Full, Yes, Plants, Eukaryota, Plantae, Pteridophyta, Filicopsida, , Thelypteridaceae, https://www.cabi.org/isc/datasheet/120368
Cylindropuntia fulgida, jumping cholla, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Cactaceae, https://www.cabi.org/isc/datasheet/37715
Cymbopogon nardus, citronella grass, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/120396
Cymbopogon schoenanthus, camel grass, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/85275662
Cynara cardunculus, cardoon, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/17584
Cynodon dactylon, Bermuda grass, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/17463
Cynodon nlemfuensis, African Bermuda-grass, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/86155
Cyperus difformis, small-flowered nutsedge, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Cyperaceae, https://www.cabi.org/isc/datasheet/17495
Cyperus esculentus, yellow nutsedge, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Cyperaceae, https://www.cabi.org/isc/datasheet/17496
Cyperus meyenianus, Meyen's flatsedge, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Cyperaceae, https://www.cabi.org/isc/datasheet/119060
Cyperus rotundus, purple nutsedge, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Cyperaceae, https://www.cabi.org/isc/datasheet/17506
Cyrtomium falcatum, Japanese holly fern, Full, No, Plants, Eukaryota, Plantae, Pteridophyta, Filicopsida, , Dryopteridaceae, https://www.cabi.org/isc/datasheet/17203
Cytisus scoparius, Scotch broom, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/17610
Dactylis glomerata, cocksfoot, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/17618
Dactyloctenium aegyptium, crowfoot grass, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/19321
Danthonia decumbens, heath grass, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/113791
Datura ferox, fierce thornapple, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Solanaceae, https://www.cabi.org/isc/datasheet/85429
Datura innoxia, downy thorn apple, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Solanaceae, https://www.cabi.org/isc/datasheet/18004
Datura metel, Hindu datura, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Solanales, Solanaceae, https://www.cabi.org/isc/datasheet/18005
Daucus carota, carrot, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Apiales, Apiaceae, https://www.cabi.org/isc/datasheet/18018
Deparia petersenii subsp. petersenii, Petersen’s lady fern, Full, No, Plants, Eukaryota, Plantae, Pteridophyta, Filicopsida, , Dryopteridaceae, https://www.cabi.org/isc/datasheet/113835
Descurainia sophia, flixweed, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Capparidales, Brassicaceae, https://www.cabi.org/isc/datasheet/110230
Desmodium incanum, creeping beggerweed, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/109200
Dichanthium annulatum, Kleberg's bluestem, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/113873
Digitaria bicornis, Asian crabgrass, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/120117
Digitaria ciliaris, southern crabgrass, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/18912
Digitaria fuscescens, yellow crab grass, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/120118
Digitaria insularis, sourgrass, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/109596
Digitaria velutina, velvet fingergrass, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/18919
Diodia teres, poorjoe, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Rubiaceae, https://www.cabi.org/isc/datasheet/19056
Drymaria cordata, tropical chickweed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Caryophyllaceae, https://www.cabi.org/isc/datasheet/20020
Dysphania ambrosioides, Mexican tea, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Chenopodiaceae, https://www.cabi.org/isc/datasheet/113977
Echinochloa colona, junglerice, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/20368
Echinochloa crus-galli, barnyard grass, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/20367
Echinochloa crus-pavonis, gulf cockspur grass, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Monocotyledonae, Cyperales, Poaceae, https://www.cabi.org/isc/datasheet/121129
